characters_araber;Araber_verkleidet
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_ex_1a_st_1;Perhaps a thoughtful conductor noticed that Professor Lucien wasn't in his compartment and locked it. 
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_ex_1b_st_1;I need the right key or a proper tool to get the door open.
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_ex_1b_st_2;The lock wouldn't stand a chance against the pliers. 
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_ex_2_st_1;Professor Lucien is back in his compartment.
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_ex_2_st_2;And I doubt he'll be leaving it any time soon.
sequences_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_1#1;[Ohi knocks on the door.]
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_1_st_1_direction;a little louder
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_1_st_1;Professor Lucien?
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_1_st_2;The door is open.
sequences_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_1#4;[Ohi opens the door.]
sequences_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_1#5;[Cut to the cabin.]
sequences_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_1#6;[The professor sits on the couch and reads a book. He looks up (idle).]
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_1_st_3;How can I help you, Constable Zellner?
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_2_st_1;Someone has to tell me more about this Professor Lucien fellow.
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_2_st_2;I want to know what's going on here!
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_3_st_1;I think I'll leave him alone.
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_use_3_st_2;If something else comes to mind, I know where to find him.
texts_a01_grossraumwagon_tuer_zur_kabine_baronin_mo_ex_1__2;Examine the compartment door.
texts_a01_grossraumwagon_tuer_zur_kabine_baronin_mo_use_1-6;Knock on the baroness' compartment door
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_ex_1_st_1_direction;sarcastically
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_ex_1_st_1;"The little label on the door reads ""Baroness von Trebitz"". Blue blood on the Orient Express."
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_ex_2_st_1;"Hmm. A ""Please do not disturb"" sign is hanging on the door."
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_ex_2_st_2;I think I'll respect it as long as I don't really need anything from the baroness.
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_1#1;[Ohi is knocking the door. A short time later the door opened a little, the butler stands behind the gap (idle). Somewhere in the background seems to sit the Baroness (not really visible).]
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_1_st_1;Yes, what is it?
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_1_st_2_direction;loud from behind
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_1_st_2;Whoever that is James, ask them whether they found my purse and then close the door. The noise on this train is driving me crazy!
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_2#1;[Ohi is knocking the door. A short time later the door opened a little, the butler stands behind the gap (idle). In the background sits the Baroness, drinks and reads letters.]
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_2_st_1;Oh, Constable-did you find the baroness' purse?
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_2_st_2_direction;loud from behind
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_2_st_2;Did he find my purse?
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_2_st_3;Not yet, I'm afraid!
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_3_st_1;The baroness seems to have a... special personality.
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_3_st_2;I'd better not bother her until I find her purse.
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4#1;[Ohi is knocking the door. A short time later the door opened a little, the butler stands behind the gap (idle). In the background sits the Baroness, drinks and reads letters.]
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4_st_1;Oh, Inspector. Did you find the baroness' purse?
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4_st_2;I did indeed.
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4#4;[The Baroness looks at Ohi (idle).]
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4_st_3_direction;laut aus dem Hintergrund
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4_st_3;You did?
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4_st_4_direction;loud from behind, angry
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4_st_4;Out of my way, James.
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4#7;[The butler goes one step to the side, the door opens. (Idle).]
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4#8;[Cut to the cabin. We may make the cut so that the butler is in its final position no longer looks completely, but as only his hand very big screen, etc. attached.]]
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4#9;[Ohi pulls out the wallet, briefly shows it to the baroness, and gives it then to the butler. The butler turns around and puts the wallet on the suitcases. He turns around so that he can see his mistress and Ohi easily and then he stops (idle).]
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4_st_5;Oh wunderbar!
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4_st_6;Tremendous work, Inspector!
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_4_st_7;Constable, Baroness. Constable Anton Jakob Zellner at your service.
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_5#1;[Ohi is knocking on the door. A short time later the door opened a little, the butler stands behind the gap (idle). In the background sits the Baroness and looks at the door (idle).]
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_5_st_1;Constable Zellner. May I be of help?
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_5_st_2;James, move!
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_5_st_3;I want to speak to the kind inspector!
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_5#5;[The butler rolls his eyes.]
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_5_st_4;Constable, Baroness.
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_5#7;[The butler goes to its position (idle).]
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_5#8;[Cut to the cabin.]
sequences_a01_grossraumwagon_tuer_zur_kabine_baronin_use_5#9;[Dialogue between Ohi and Baroness starts.]
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_6_st_1;I don't think that the baroness has any more information for me.
spokentexts_a01_grossraumwagon_tuer_zur_kabine_baronin_use_6_st_2;And she's not the most pleasant conversationalist either.
sequences_grossraumwagon_seq_a01_grossraumwagon_butler_verschwindet#0;[Scene: Ohi enters the saloon wagon. In the foreground you can see just how the butler in the other direction goes away (in rond tender).]
sequences_grossraumwagon_seq_a01_grossraumwagon_butler_verschwindet#1;[From now on, the butler is at the end of the car at the tender door.]
sequences_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen#1;[the archaeologist goes to the door, puts his hand on the handle. Because of Ohi talks to him again, he turns half to him (idle).]
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_2;You'll get in touch if you notice anything unusual, won't you, Professor?
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_3;Of course, Constable.
sequences_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen#5;[Ohi is smiling, holds his cap, turns and wants to go.]
sequences_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen#6;[The archaeologist wants to open his cabin, but it is locked.]
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_5_direction;irritated, frightened
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_5;What... What's this?
sequences_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen#8;[Ohi turns, while the archaeologist gets always more panic, to open his door.]
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_6;What's the matter, sir?
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_7_direction;slightly panicked
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_7;The door! I can't open it!
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_8;Ah, we'll sort it out somehow.
sequences_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen#13;[Ohi goes to the archaeologists, pushes it gently to side.]
sequences_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen#16;[Ohi tries to open the door, he can't. He kneels down, looking at the lock.]
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_11;The compartment is locked!
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_12_direction;excited
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_12;But... I didn't lock it!
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_14;I don't even have a key! I asked the steward. He was going to bring me one, but he never came back.
sequences_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen#24;[Ohi stands Again.]
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_15;Someone locked it.
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_17_direction;excited
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_17;Find the steward. He needs to bring me the key immediately!
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_18;Calm down, Professor. I'll see what I can do.
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_19_direction;emphatically
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_19;You don't understand! I have to get back in my compartment!
spokentexts_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen_st_22;All right. Just wait here.
sequences_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen#30;[The professor remains there. He stands thoughtful at the door (idle). As soon as the player enters the scene the next time, is the glass of water in his hand disappeared, he plays more complex animations follows.]
sequences_grossraumwagon_seq_grossraumwagon_archaeologe_tuer_verschlossen#31;"[From time to time he tries to see if the door does work out yet (Variation 1). Now and then he turns frustrated (this can not be true!, Variation 2). Now and then he nervously chewed his fingernails and casts an anxious glance at the door, the third variation Now and then he hammered his fist on the door and call ""Open up!"".]"
spokentexts_grossraumwagon_seq_grossraumwagon_kabine_archaeologe_leave_st_1;The good professor is hiding something.
spokentexts_grossraumwagon_seq_grossraumwagon_kabine_archaeologe_leave_st_2;It would be good if I could find out more about him.
spokentexts_grossraumwagon_seq_grossraumwagon_kabine_baronin_leave_st_1_direction;whistling sound, she is crazy
spokentexts_grossraumwagon_seq_grossraumwagon_kabine_baronin_leave_st_1;Wheee.
sequences_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen#0;[Ohi enters the corridor goes towards the saloon car.]
sequences_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen#1;[The archaeologist comes towards Ohi with a glass of tea. The archaeologist and Ohi meet between the two cabin doors. The archaeologist has a little trouble to keep his balance as the train rocks slightly.]
sequences_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen#2;[Ohi is pressing hisself against the wall to let the archaeologists through.]
spokentexts_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen_st_2;Very kind of you. Thanks.
sequences_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen#5;[The Wagon wobbles and the archaeologist stumbles against Ohi. Ohi can support it, but there is some tea spilled.]
spokentexts_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen_st_3;Oh, pardon me!
sequences_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen#7;[The archaeologist goes two steps backward, is now almost at his door. Ohi wipes the tea of the uniform.]
spokentexts_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen_st_4;No problem. The uniform is waterproof, Mr...?
spokentexts_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen_st_5;Lucien. Professor Edgar Lucien.
spokentexts_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen_st_6;Oh, a professor!
sequences_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen#11;[The professor suggests a bow, as he introduces hisself. But he wants to go, he turns to go at the same time (maybe he spilled some tea again). But Ohi wants to talk yet. Reluctantly, the professor turned to him again, (idle).]
spokentexts_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen_st_7;Are you a scientist? Do you teach at the Sorbonne?
spokentexts_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen_st_8;No. I work at the British Museum in London.
spokentexts_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen_st_9_direction;surprised / excited
spokentexts_grossraumwagon_seq_grossraumwagon_oehi_lernt_archaeologen_kennen_st_9;You don't say!
spokentexts_grossraumwagon_seq_kabine_der_baronin_leave_2_st_1_direction;whistles
spokentexts_grossraumwagon_seq_kabine_der_baronin_leave_2_st_1;Phew! The butler must have the patience of a saint. I could barely stand ten minutes confined with the baroness.
spokentexts_grossraumwagon_seq_kabine_der_baronin_leave_2_st_2;But what she had to say about Professor Lucien was interesting all the same.
spokentexts_grossraumwagon_seq_kabine_der_baronin_leave_2_st_3;He and Legrand are in cahoots together. Hopefully the professor can tell me what's really going on here, because Legrand certainly won't.
texts_a01_kabine_archaeologe_fenster_mo_ex_1__4;Examine the window
texts_a01_kabine_archaeologe_fenster_mo_ex_2__3;Examine the window
texts_a01_kabine_archaeologe_fenster_mo_used_mit_graphitpulver;Blow graphite powder onto the window
spokentexts_a01_kabine_archaeologe_fenster_ex_1_st_1;Hmm. Assuming that there really was someone in the compartment and he climbed out the window... Where's he gone?
spokentexts_a01_kabine_archaeologe_fenster_ex_2_st_1;Did the burglar leave any clues?
sequences_a01_kabine_archaeologe_fenster_ex_2#2;[Ohi is getting close to the window, looking exactly the glass. Idle.]
spokentexts_a01_kabine_archaeologe_fenster_ex_2_st_2;Here's something! Might be fingerprints!
sequences_a01_kabine_archaeologe_fenster_ex_2#4;[Ohi stands again normal.]
spokentexts_a01_kabine_archaeologe_fenster_ex_3_st_1;They're tough to make out, but I do believe there are some prints on the window!
spokentexts_a01_kabine_archaeologe_fenster_ex_3_st_2;If I had a forensics kit, I could make the prints visible with carbon powder...
spokentexts_a01_kabine_archaeologe_fenster_ex_4_st_1;I can only make out faint traces. Whoever was in this compartment was wearing gloves.
sequences_a01_kabine_archaeologe_fenster_used_mit_graphitpulver#1;[Ohi pulls out the folded paper, folded it up, holding it in front of the window and blows. Then he tried to see anything (idle).]
sequences_a01_kabine_archaeologe_fenster_used_mit_graphitpulver#2;[The archaeologist looks interested at the scene.]
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_1;What are you doing?
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_2_direction;focused
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_2;I'm trying to make what I suspect are fingerprints visible.
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_3_direction;slight blowing
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_3;Fff! Fff!
sequences_a01_kabine_archaeologe_fenster_used_mit_graphitpulver#6;[Ohi blows slightly against the glass to remove excess graphite.]
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_4;And? Found anything?
sequences_a01_kabine_archaeologe_fenster_used_mit_graphitpulver#8;[Ohi pushed itself disappointment away from the window, is back to normal.]
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_5;Unfortunately, no.
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_6;There are only a couple of fingerprints on the window. It was probably cleaned before departure. But the prints I can see look like glove marks.
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_7;Wouldn't you expect that? What professional burglar wouldn't wear gloves?
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_8;Which makes me wonder what a professional burglar would hope to find in your compartment!
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_9;I... don't have anything to say to that.
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_10;I thought as much.
sequences_a01_kabine_archaeologe_fenster_used_mit_graphitpulver#17;[Ohi looks at the glass, shrugs his shoulders.]
spokentexts_a01_kabine_archaeologe_fenster_used_mit_graphitpulver_st_11;It was worth a try.
texts_a01_kabine_archaeologe_flaschen_und_buecher_mo_ex_1;Examine the bottles and books
spokentexts_a01_kabine_archaeologe_flaschen_und_buecher_ex_1_st_1;The Bible, Grimm's Fairy Tales, Moby Dick... And gin, whiskey and rum. All classics.
texts_a01_kabine_archaeologe_kabinentuer_mo_leave_1;Leave the compartment
spokentexts_a01_kabine_archaeologe_kabinentuer_leave_1_st_1;Goodbye, Professor.
spokentexts_a01_kabine_archaeologe_kabinentuer_leave_1_st_2;Goodbye.
sequences_a01_kabine_archaeologe_kabinentuer_leave_1#3;[Ohi goes to the door, further to the Wagon.]
texts_a01_kabine_archaeologe_knopf_mo_ex_1;Examine the button
texts_a01_kabine_archaeologe_knopf_mo_inventar;Button
spokentexts_a01_kabine_archaeologe_knopf_ex_1_st_1;What's this?
sequences_a01_kabine_archaeologe_knopf_ex_1#2;[Ohi picks up the Button and looks at it. (Idle).]
spokentexts_a01_kabine_archaeologe_knopf_ex_1_st_2;What do you have there?
spokentexts_a01_kabine_archaeologe_knopf_ex_1_st_3;It's a button... From a suit or a uniform, I guess.
spokentexts_a01_kabine_archaeologe_knopf_ex_1_st_4_direction;excited
spokentexts_a01_kabine_archaeologe_knopf_ex_1_st_4;The burglar might have lost it!
spokentexts_a01_kabine_archaeologe_knopf_ex_1_st_5;Maybe. Or maybe not.
sequences_a01_kabine_archaeologe_knopf_ex_1#7;[Ohi takes the button.]
spokentexts_a01_kabine_archaeologe_knopf_ex_1_st_6;If I notice anyone with missing a button on his jacket, I'll ask him about it.
spokentexts_a01_kabine_archaeologe_knopf_ex_1_st_7;But I wouldn't get my hopes up. If there was a burglar, he climbed out the window and jumped off the train.
spokentexts_a01_kabine_archaeologe_knopf_ex_2_st_1;I found the button in front of the window in the archaeologist's compartment. The burglar might have lost it while climbing out the window.
spokentexts_a01_kabine_archaeologe_knopf_ex_2_st_2;But there's no proof for my theory.
texts_a01_kabine_archaeologe_schreibzeug_mo_ex_1;Examine the desk set
spokentexts_a01_kabine_archaeologe_schreibzeug_ex_1_st_1_direction;appreciative whistles
spokentexts_a01_kabine_archaeologe_schreibzeug_ex_1_st_1;Wow!
spokentexts_a01_kabine_archaeologe_schreibzeug_ex_1_st_2;You have a very nice fountain pen. Pricey...
spokentexts_a01_kabine_archaeologe_schreibzeug_ex_1_st_3_direction;snapped slightly
spokentexts_a01_kabine_archaeologe_schreibzeug_ex_1_st_3;If you'd managed to decode hieroglyphics that boggled the best minds of the last three thousand years, you'd have received a gift like that as well.
texts_a01_kabine_archaeologe_tasche_mo_ex_1;Examine the bag
spokentexts_a01_kabine_archaeologe_tasche_ex_1_st_1;I really wonder what the professor is hiding from me...
spokentexts_a01_kabine_archaeologe_tasche_ex_1_st_2;But I can't just rifle through the luggage of innocent citizens. This is the sixties!
texts_a01_kabine_archaeologe_waschschrank_mo_ex_1;Examine the corner cupboard
spokentexts_a01_kabine_archaeologe_waschschrank_ex_1_st_1;Hmm. No. Nothing interesting.
sequences_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet#0;[Ohi careful enters the room, looking around. The archaeologist behind him, pointing to the window.]
spokentexts_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet_st_1;I barely left the window ajar!
sequences_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet#2;[With quick steps Ohi is near the window. He puts his head out, looks to the left.]
sequences_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet#3;[Cut to outside. You see Ohi as he looks out the window.]
sequences_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet#4;[Ohi turns his head to the right. Here his cap flies away. Ohi can not keep it. It's embarrassing. He looks, the archaeologist noted it. He pulls his head back in the wagon.]
spokentexts_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet_st_2;Err. Nothing to see.
sequences_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet#6;[Ohi closes the window, then touch his head as he want to straighten his hair.]
sequences_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet#7;[The archaeologist is on his suitcase and his leather bag. He search with one hand in his bag, without opening it. He sensed something and relax then.]
spokentexts_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet_st_3_direction;relieved
spokentexts_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet_st_3;Ahh.
spokentexts_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet_st_5;Are you OK?
spokentexts_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet_st_4_direction;was distracted
spokentexts_kabine_archaeologe_seq_a03_kabine_archaeologe_kabinentuer_geoeffnet_st_4;Hmm? Yes! Fine.
texts_a01_salonwagen_bleistift_mo_ex_1;Examine the notepad
texts_a01_salonwagen_bleistift_mo_inventar;Pencil
texts_a01_salonwagen_bleistift_mo_take_1;Take the notepad
spokentexts_a01_salonwagen_bleistift_ex_1_st_1;The pad on which the steward writes orders...
spokentexts_a01_salonwagen_bleistift_ex_1_st_2;Empty. Maybe he didn't use it because there's not much to do today.
spokentexts_a01_salonwagen_bleistift_ex_2_st_1;The steward's pencil. Probably one of the most travelled pencils in the world.
spokentexts_a01_salonwagen_bleistift_take_1_st_1;I don't need the pad, but the pencil might come in handy.
sequences_a01_salonwagen_bleistift_take_1#2;[Öhi takes the pencil.]
texts_a01_salonwagen_bonbonschale_mo_ex_1;Examine the bowl
texts_a01_salonwagen_bonbonschale_mo_ex_2;Examine the butterscotches
texts_a01_salonwagen_bonbonschale_mo_take_1;Take some sweets
spokentexts_a01_salonwagen_bonbonschale_ex_1_st_1_direction;thrilled
spokentexts_a01_salonwagen_bonbonschale_ex_1_st_1;Ohh! Butterscotch!
spokentexts_a01_salonwagen_bonbonschale_ex_1_st_2;I've loved them since I was a child.
spokentexts_a01_salonwagen_bonbonschale_ex_1_st_3;Their only drawback: they don't play nice with false teeth.
spokentexts_a01_salonwagen_bonbonschale_ex_2_st_1;Who'd have thought that one day, butterscotch would remind me of my age and of all the things I had to leave behind.
spokentexts_a01_salonwagen_bonbonschale_take_1_st_1;Hmm... Maybe... If just suck it.
sequences_a01_salonwagen_bonbonschale_take_1#2;[Ohi reaches into the bowl and takes out some candys.]
texts_a01_salonwagen_graphitpulver_mo_inventar;Graphite powder
spokentexts_a01_salonwagen_graphitpulver_ex_1_st_1;I scraped a small amount of graphite off the pencil lead. The powder is very fine, practically dust.
texts_a01_salonwagen_haarnadel_mo_inventar_1__2;Hairpin
spokentexts_a01_salonwagen_haarnadel_ex_1_st_1;I don't want to imply that I'm an expert, but I think that this could pick a normal lock.
spokentexts_a01_salonwagen_haarnadel_ex_2_st_1;It rendered its service most satisfactorily as a lock pick!
texts_a01_salonwagen_karamellbonbons_mo_inventar;Butterscotches
spokentexts_a01_salonwagen_karamellbonbons_ex_1_st_1;I won't eat any just now.
spokentexts_a01_salonwagen_karamellbonbons_ex_1_st_2;It would be rather embarrassing if I met Legrand and wasn't able to open my mouth because it's been stuck shut or because I lost some teeth.
texts_a01_salonwagen_radio_mo_ex_1__2;Examine the radio
texts_a01_salonwagen_radio_mo_use_1a;Turn the radio on
texts_a01_salonwagen_radio_mo_use_1b;Turn the radio off
spokentexts_a01_salonwagen_radio_ex_1_st_1;A shortwave radio. It's amazing how small these things have become in the last ten years.
spokentexts_a01_salonwagen_radio_ex_2_st_1;What? Someone broke off the radio's antenna.
spokentexts_a01_salonwagen_radio_ex_2_st_2;This could be a long trip to Istanbul!
sequences_a01_salonwagen_radio_use_1a#1;[Ohi switched on the radio.]
sequences_a01_salonwagen_radio_use_1a#2;[Music plays.]
sequences_a01_salonwagen_radio_use_1b#1;[Ohi switched off the radio.]
sequences_a01_salonwagen_radio_use_1b#2;[The music stops.]
texts_a01_salonwagen_schere_mo_ex_1__2;Examine the scissors
texts_a01_salonwagen_schere_mo_used_mit_bleistift;Use the pencil with the scissors
spokentexts_a01_salonwagen_schere_ex_1_st_1;The steward probably uses the scissors on hard-to-open packages.
spokentexts_a01_salonwagen_schere_ex_1_st_2;These days, nearly everything is sealed up tight. A colleague recently told me about dry powdered soup in small bags. I couldn't believe it!
spokentexts_a01_salonwagen_schere_ex_2_st_1;I'll leave the scissors here. If I need them, I know where to find them.
spokentexts_a01_salonwagen_schere_used_mit_bleistift_1_st_1;Hmm.
spokentexts_a01_salonwagen_schere_used_mit_bleistift_1_st_2;When I scratch the pencil's lead with the scissors, I get fine graphite powder...
sequences_a01_salonwagen_schere_used_mit_bleistift_1#3;"[Ohi takes a piece of paper, folds it and puts it on the counter as a ""note"" for the graphite.]"
sequences_a01_salonwagen_schere_used_mit_bleistift_1#4;[He pulls out a pencil, take the scissors and begins to scrape the graphite.]
spokentexts_a01_salonwagen_schere_used_mit_bleistift_1_st_3;I won't get a Nobel Prize for the idea, but graphite powder will bring out fingerprints at a pinch!
sequences_a01_salonwagen_schere_used_mit_bleistift_1#6;[Ohi is ready. He replaces the scissors and puts the pencil on the counter. Then he folds the note and takes it.]
texts_a01_salonwagen_schluessel_mo_inventar_1;Small key
texts_a01_salonwagen_schluessel_mo_inventar_2;Toolbox key
spokentexts_a01_salonwagen_schluessel_ex_1_st_1;A key to a padlock
spokentexts_a01_salonwagen_schluessel_ex_1_st_2;I'm sure of that. It's not the first time I've held one.
spokentexts_a01_salonwagen_schluessel_ex_2_st_1;The key to the toolbox in the freight car. I'll give it back later.
texts_a01_salonwagen_schublade_mo_ex_2;Examine the drawer
texts_a01_salonwagen_schublade_mo_ex_2__3;Examine the drawer
texts_a01_salonwagen_schublade_mo_ex_3;Search the drawer
texts_a01_salonwagen_schublade_mo_use_1;Open the drawer
texts_a01_salonwagen_schublade_mo_used_mit_haarnadel;Pick the lock
spokentexts_a01_salonwagen_schublade_ex_1_st_1;This is the steward's own little kingdom.
spokentexts_a01_salonwagen_schublade_ex_1_st_2;But as long as he's not around, he won't be upset if I take a look.
spokentexts_a01_salonwagen_schublade_ex_2_st_1;The drawer is locked and the steward probably have the key. But where is he?
spokentexts_a01_salonwagen_schublade_ex_3_st_3;I need a bit of wire or something like that to pick the lock.
spokentexts_a01_salonwagen_schublade_ex_4_st_1;Hmm. Batteries, a toothbrush, a shaving brush... But not the key to the compartment door.
sequences_a01_salonwagen_schublade_ex_4#2;[Ohi reaches into the drawer and pulls out a small key, and looks at him.]
